Mexico City,Mexico,Gainesville,USA,491,140,2,2,July,13,0:05 AM,yes,03988
San Juan,Puerto Rico,Rome,Italy,1313,6300,12,6,July,27,11:17 PM,yes,02609
Mar Del Plata,Argentina,Buenos Aires,Argentina,339,333,3,0,April,0,8:27 PM,no,06996
Madrid,Spain,Melbourne,Australia,2945,7590,12,8,November,18,5:15 AM,yes,08860
Washington DC,USA,Seattle,USA,551,3479,8,3,March,3,4:15 AM,no,06956
Charleston,USA,Bonn,Germany,1140,11197,16,6,October,22,7:22 AM,yes,08787
Chicago,USA,Warsaw,Poland,3361,10309,25,7,November,2,3:44 PM,yes,07230
Nairobi,Kenya,Washington DC,USA,3079,10673,15,7,October,29,11:15 AM,yes,07804
Dallas,USA,Melbourne,Australia,238,289,3,0,October,4,8:42 PM,yes,06718
St. Tropez,France,London,England,119,739,2,1,October,6,8:14 AM,yes,08770
Honolulu,USA,Sofia,Bulgaria,4970,11832,18,13,September,21,7:39 AM,yes,07586
Havana,Cuba,Los Angeles,USA,1033,1721,7,3,February,12,4:14 AM,yes,01389
Athens,Greece,Reykjavik,Iceland,1269,1643,4,3,September,28,9:15 PM,yes,03706
Hong Kong,China,Taipei,Taiwan,279,71,1,0,August,8,2:33 PM,yes,01415
Brasilia,Brazil,Melbourne,Australia,5507,8288,26,13,April,7,6:42 AM,yes,04187
Budapest,Hungary,Istanbul,Turkyie,296,1156,3,1,January,28,3:23 PM,yes,00672
Bogota,Colombia,Glasgow,Scotland,1500,6941,9,6,February,26,7:53 PM,yes,04127
London,England,Naples,Italy,238,112,3,1,April,22,3:23 AM,yes,00828
Paris,France,Taipei,Taiwan,1563,7361,7,6,January,22,4:52 PM,yes,03506
Dallas,USA,Quebec,Canada,151,769,2,1,May,18,1:54 PM,yes,03789
Budapest,Hungary,Madeira,Portugal,53,709,1,1,May,27,12:52 PM,yes,01228
Panama City,Panama,Rome,Italy,3403,6955,18,7,May,17,11:47 PM,yes,01827
Zanzibar,Tanzania,Shanghai,China,2359,3539,8,5,September,27,7:03 PM,yes,04237
Marrakesh,Morocco,Bogota,Colombia,1733,6794,10,6,October,21,8:09 PM,yes,01265
Montevideo,Uruguay,San Fransisco,USA,1606,3544,7,4,January,5,1:30 AM,yes,03007
Madrid,Spain,Frankfurt,Germany,136,84,1,0,April,12,3:32 PM,yes,01516
Honolulu,USA,Sao Paulo,Brazil,1922,8048,16,7,August,11,5:05 PM,yes,08223
Minsk,Belarus,Bangkok,Thailand,1646,2229,7,4,September,1,10:54 AM,yes,02245
Houston,USA,New Dehli,India,2163,6788,18,10,October,14,6:05 PM,yes,08388
Frankfurt,Germany,Tampa,USA,1061,8008,14,6,July,29,11:25 PM,yes,07997
Oporto,Portugal,Moscow,Russia,634,176,3,2,February,24,2:06 PM,yes,08596
San Fransisco,USA,Madeira,Portugal,2590,7245,21,8,November,0,5:02 PM,yes,01042
Seoul,South Korea,Santorini,Greece,1474,9252,8,6,January,29,5:56 AM,yes,08091
Honolulu,USA,Taipei,Taiwan,1008,543,9,3,January,22,9:44 AM,yes,02664
Zurich,Switzerland,Naples,Italy,55,98,2,0,December,11,2:57 PM,yes,06463
Seoul,South Korea,Hong Kong,China,182,1619,2,1,December,19,8:36 AM,yes,04237
Atlanta,USA,Bogota,Colombia,206,847,1,1,September,17,7:47 AM,yes,08108
Budapest,Hungary,Mexico City,Mexico,3037,6102,23,8,December,9,5:48 AM,yes,01011
Caracas,Venezuela,Tampa,USA,158,343,1,0,February,22,12:60 AM,yes,01616
Lima,Peru,Sofia,Bulgaria,1672,9257,16,8,May,23,9:31 PM,yes,03281
Glasgow,Scotland,Havana,Cuba,2068,3802,15,5,November,27,4:48 PM,yes,01743
Montevideo,Uruguay,Cape Town,South Africa,1878,2394,8,5,April,29,11:41 AM,yes,01716
Zanzibar,Tanzania,Reykjavik,Iceland,1505,1091,9,3,April,14,4:18 AM,yes,04227
Mar Del Plata,Argentina,Charleston,USA,224,849,3,1,August,15,6:02 AM,yes,01613
Reykjavik,Iceland,Tokyo,Japan,3684,6377,23,9,January,15,1:49 PM,yes,09968
Prague,Chzechia,Sofia,Bulgaria,394,1513,2,1,November,23,5:26 PM,yes,02154
Beijing,China,Okinawa,Japan,317,1145,1,1,January,5,7:04 PM,yes,01479
Juneau,USA,Oporto,Portugal,4106,11443,25,9,July,18,2:42 PM,yes,09009
Malmo,Sweden,Tampa,USA,1104,6067,7,6,November,4,5:02 PM,yes,05064
Madrid,Spain,Cape Town,South Africa,90,459,1,0,September,5,8:11 PM,yes,05023
Dallas,USA,Dublin,Ireland,1276,7959,7,6,October,1,1:42 PM,yes,00880
Washington DC,USA,Havana,Cuba,268,192,3,0,February,10,2:43 AM,yes,09501
Charleston,USA,Madeira,Portugal,946,4762,14,5,November,24,4:38 AM,yes,07139
Zanzibar,Tanzania,Charleston,USA,2460,10114,12,7,September,28,1:35 AM,yes,08887
Hong Kong,China,Zurich,Switzerland,2005,11360,15,6,July,18,1:23 PM,yes,05970
Charleston,USA,Nice,France,1103,6399,12,6,January,28,12:47 AM,yes,09479
Las Vegas,USA,Baghdad,Iraq,4029,9243,27,10,February,10,7:04 AM,yes,01660
Kansas City,USA,Baghdad,Iraq,1694,11775,27,8,February,5,10:20 PM,yes,01641
Shanghai,China,Sydney,Australia,427,1789,4,2,November,14,2:34 AM,yes,09204
Buenos Aires,Argentina,Santorini,Greece,2616,7756,15,6,June,4,3:44 PM,yes,03188
Charleston,USA,Panama City,Panama,133,220,1,1,December,8,9:14 PM,yes,03568
Buenos Aires,Argentina,Tampa,USA,382,703,2,1,November,21,6:28 PM,yes,07357
Oslo,Norway,Santiago,Chile,1602,11524,15,6,October,27,2:10 PM,yes,03415
Madeira,Portugal,Sao Paulo,Brazil,1375,2372,4,4,August,11,11:39 PM,yes,07327
Cairo,Egypt,Kansas City,USA,2449,10570,28,7,October,11,6:58 AM,yes,03260
Bogota,Colombia,Chicago,USA,295,425,1,0,September,29,12:22 AM,yes,03036
Tokyo,Japan,Rome,Italy,1698,7357,12,7,November,21,10:56 AM,yes,02667
Austin,USA,Charleston,USA,260,742,3,1,May,29,4:11 PM,no,08753
Stockholm,Sweden,New Dehli,India,1267,940,4,3,January,3,6:08 PM,yes,01154
Santorini,Greece,Havana,Cuba,2036,7443,21,7,November,5,6:24 PM,yes,03000
Melbourne,Australia,Marrakesh,Morocco,3987,7435,23,9,June,10,3:08 PM,yes,05570
St. Tropez,France,Baghdad,Iraq,397,1654,3,1,March,4,7:45 PM,yes,06719
Stockholm,Sweden,Madeira,Portugal,240,148,3,1,May,18,3:05 PM,yes,09550
Juneau,USA,Havana,Cuba,1428,2655,9,4,October,11,0:48 AM,yes,01155
Bergen,Norway,Bonn,Germany,81,461,2,0,April,8,5:18 AM,yes,02937
Cairo,Egypt,Austin,USA,1516,6315,21,7,June,24,7:52 AM,yes,09721
Lisbon,Portugal,Baghdad,Iraq,764,1859,4,2,December,13,6:14 PM,yes,07016
St. Petersburg,Russia,Gainesville,USA,3139,7632,21,7,January,18,3:45 PM,yes,00813
Bonn,Germany,Lima,Peru,1822,10645,14,7,December,6,12:05 PM,yes,01859
Baghdad,Iraq,San Juan,Puerto Rico,3490,6531,17,7,April,8,4:34 AM,yes,00944
Havana,Cuba,Valencia,Spain,1920,8116,14,6,March,9,2:59 AM,yes,06602
Sao Paulo,Brazil,New York,USA,283,568,3,1,March,29,8:42 AM,yes,09969
Berlin,Germany,Taipei,Taiwan,3044,8009,13,6,September,13,11:28 PM,yes,03047
Honolulu,USA,Atlanta,USA,1371,472,13,6,May,19,5:55 PM,no,05031
Athens,Greece,Santiago,Chile,2984,8525,14,7,October,14,10:60 PM,yes,08658
Madrid,Spain,Bergen,Norway,324,471,1,0,April,6,2:33 PM,yes,00161
Istanbul,Turkyie,Santorini,Greece,359,57,1,0,August,27,5:57 AM,yes,07339
Nairobi,Kenya,Paris,France,387,997,2,1,April,21,1:55 PM,yes,08189
Taipei,Taiwan,Mexico City,Mexico,5744,11658,15,14,March,9,1:18 PM,yes,07691
Jerusalem,Israel,Taipei,Taiwan,1354,2512,13,5,August,16,2:52 PM,yes,05745
Mar Del Plata,Argentina,New York,USA,213,1695,1,1,February,19,2:08 AM,yes,08545
Minsk,Belarus,Berlin,Germany,246,1260,3,1,April,1,8:20 AM,yes,01358
Kansas City,USA,Los Angeles,USA,340,1337,3,2,April,17,8:19 PM,no,00730
St. Tropez,France,Bangkok,Thailand,2000,5621,15,5,May,5,3:11 PM,yes,00959
Athens,Greece,Zurich,Switzerland,50,968,1,1,June,24,10:07 AM,yes,04814
Dallas,USA,Zanzibar,Tanzania,2836,9461,17,8,April,20,4:05 AM,yes,09984
Quebec,Canada,Hong Kong,China,3520,7603,16,12,June,29,4:45 PM,yes,01966
Zurich,Switzerland,Malmo,Sweden,322,86,2,0,November,3,11:20 AM,yes,06031
Bonn,Germany,Taipei,Taiwan,1797,6025,14,6,January,24,4:25 PM,yes,02535
Malmo,Sweden,New York,USA,1529,6993,14,6,February,26,3:55 PM,yes,06559
Bonn,Germany,Naples,Italy,392,58,2,0,December,26,3:17 PM,yes,04662
Tampa,USA,Quito,Ecuador,87,1341,1,1,June,8,6:30 PM,yes,08880
Los Angeles,USA,Nagasaki,Japan,291,1467,3,1,July,24,6:22 PM,yes,07308
Bonn,Germany,Mexico City,Mexico,3094,11050,22,8,December,26,4:16 AM,yes,07604
Frankfurt,Germany,Mumbai,India,1073,1489,7,3,July,25,5:43 PM,yes,02178
Milan,Italy,Nagasaki,Japan,3239,7298,12,7,June,24,0:09 PM,yes,06736
Santiago,Chile,Bonn,Germany,1237,6193,9,6,July,9,12:57 PM,yes,04022
Nairobi,Kenya,Glasgow,Scotland,304,493,2,2,July,7,11:50 PM,yes,03871
Nairobi,Kenya,Mar Del Plata,Argentina,3003,7375,14,6,January,28,7:28 PM,yes,05020
Sofia,Bulgaria,Atlanta,USA,2751,6687,17,7,July,27,9:00 AM,yes,05693
Copenhagen,Denmark,Santorini,Greece,52,615,2,1,January,8,10:57 PM,yes,03073
Houston,USA,Hong Kong,China,4204,6040,14,13,May,28,4:23 PM,yes,06210
Mexico City,Mexico,New York,USA,666,1691,3,2,November,13,10:17 AM,yes,00032
Amsterdam,Netherlands,Abuja,Nigeria,174,1981,2,1,June,26,8:45 PM,yes,01428
Amsterdam,Netherlands,Zurich,Switzerland,317,437,3,0,August,10,10:25 PM,yes,05535
Zurich,Switzerland,Buenos Aires,Argentina,2197,4518,16,5,January,26,4:21 AM,yes,00094
Quito,Ecuador,Abuja,Nigeria,1815,6862,7,6,December,24,4:42 AM,yes,00634
Kansas City,USA,London,England,1614,10751,9,6,June,22,4:60 PM,yes,07810
Zurich,Switzerland,Brussels,Belgium,190,211,2,0,March,0,0:21 PM,yes,05012
Houston,USA,Quebec,Canada,99,1951,2,1,July,18,4:13 PM,yes,07507
Bergen,Norway,Oslo,Norway,78,265,3,0,October,15,3:44 PM,no,02807
Havana,Cuba,Prague,Chzechia,2566,8091,8,6,April,22,5:17 PM,yes,01506
San Fransisco,USA,Valencia,Spain,2537,6727,12,9,May,21,4:35 PM,yes,07301
New York,USA,Edinburgh,Scotland,1967,3855,10,5,April,28,5:32 AM,yes,03521
Valencia,Spain,Austin,USA,1528,6509,11,7,March,28,6:21 PM,yes,00100
Jerusalem,Israel,Warsaw,Poland,386,1807,2,1,February,10,1:56 PM,yes,08650
San Fransisco,USA,Sevilla,Spain,2246,7531,23,9,March,10,1:05 PM,yes,07946
Jerusalem,Israel,New York,USA,2204,9003,12,7,December,8,0:11 AM,yes,01256
Cape Town,South Africa,Nairobi,Kenya,57,1517,2,1,January,25,12:35 AM,yes,09340
Sydney,Australia,Istanbul,Turkyie,1768,8687,25,7,April,10,4:36 AM,yes,00823
Quito,Ecuador,Houston,USA,117,444,1,0,July,19,6:48 PM,yes,05798
Vienna,Austria,San Juan,Puerto Rico,3065,7056,7,6,July,22,6:02 AM,yes,09479
Frankfurt,Germany,Abuja,Nigeria,331,1604,2,1,July,3,3:10 AM,yes,09713
Baghdad,Iraq,Madeira,Portugal,503,474,4,2,October,9,6:12 PM,yes,01507
Jerusalem,Israel,St. Petersburg,Russia,303,434,1,0,April,4,12:56 PM,yes,07903
Houston,USA,Bogota,Colombia,278,227,1,0,July,23,10:59 AM,yes,08360
Jerusalem,Israel,Lima,Peru,3270,10215,24,8,October,4,8:32 AM,yes,08312
Bonn,Germany,Ibiza,Spain,187,469,1,0,November,24,9:04 PM,yes,01010
Sydney,Australia,Baghdad,Iraq,2483,8350,19,7,January,26,5:32 PM,yes,03681
New York,USA,Seoul,South Korea,4233,10754,28,13,March,26,8:47 PM,yes,07570
Oslo,Norway,Tunis,Tunisia,104,644,3,1,August,4,1:20 PM,yes,04125
Amsterdam,Netherlands,Sao Paulo,Brazil,957,3589,14,5,January,4,2:04 PM,yes,02842
Malmo,Sweden,Medellin,Colombia,2127,7797,23,7,June,6,1:10 AM,yes,02855
Minsk,Belarus,Kansas City,USA,1515,8235,20,8,April,26,10:33 AM,yes,08928
Miami,USA,St. Tropez,France,1582,6584,15,6,January,17,2:10 AM,yes,01903
Paris,France,Frankfurt,Germany,370,288,2,0,February,25,4:40 AM,yes,07470
Zanzibar,Tanzania,Athens,Greece,273,78,1,0,November,24,9:03 PM,yes,00297
Milan,Italy,Madeira,Portugal,237,1857,1,1,October,12,10:45 PM,yes,02248
Prague,Chzechia,Caracas,Venezuela,1660,10250,12,6,May,7,8:42 PM,yes,07833
Washington DC,USA,Caracas,Venezuela,358,394,2,0,December,13,5:28 AM,yes,06692
Glasgow,Scotland,Prague,Chzechia,64,1679,3,1,July,23,4:30 PM,yes,02043
Sao Paulo,Brazil,Kansas City,USA,625,440,4,2,January,11,3:12 AM,yes,07604
Lisbon,Portugal,Tunis,Tunisia,269,79,1,0,October,29,1:15 PM,yes,09882
Nairobi,Kenya,Charleston,USA,1833,6900,14,7,August,20,1:36 AM,yes,07682
Edinburgh,Scotland,Austin,USA,2562,8942,8,6,December,26,4:40 AM,yes,03416
Brussels,Belgium,San Juan,Puerto Rico,2452,8624,8,6,January,13,8:21 PM,yes,01933
Kyiv,Ukraine,Amsterdam,Netherlands,304,1552,2,1,September,3,8:28 PM,yes,07818
Beijing,China,Los Angeles,USA,245,475,3,0,January,27,1:36 AM,yes,04635
St. Tropez,France,Cairo,Egypt,254,240,2,0,December,25,3:15 AM,yes,08304
Montevideo,Uruguay,Las Vegas,USA,915,5462,8,4,July,13,10:37 AM,yes,02258
Bangkok,Thailand,Abuja,Nigeria,2837,7271,15,6,April,15,6:54 PM,yes,01061
Edinburgh,Scotland,Charleston,USA,1730,2794,13,5,August,1,3:18 PM,yes,00299
Madrid,Spain,Quebec,Canada,2360,9727,13,6,January,9,12:51 PM,yes,06683
Juneau,USA,Medellin,Colombia,495,125,7,3,April,20,8:44 PM,yes,09707
Shanghai,China,Tunis,Tunisia,2870,6415,28,7,May,20,0:40 PM,yes,07917
Rome,Italy,Warsaw,Poland,295,240,1,0,November,3,11:26 PM,yes,02367
Buenos Aires,Argentina,Mexico City,Mexico,1318,513,4,3,November,5,0:54 AM,yes,02804
Baghdad,Iraq,Taipei,Taiwan,2268,3213,7,5,June,25,7:54 PM,yes,02561
Mar Del Plata,Argentina,Washington DC,USA,117,581,3,1,January,17,0:33 AM,yes,07934
San Juan,Puerto Rico,Taipei,Taiwan,4744,6429,16,12,October,9,12:34 AM,yes,03414
Milan,Italy,Taipei,Taiwan,2468,7258,14,6,June,17,7:05 PM,yes,02353
Austin,USA,Baghdad,Iraq,3589,10935,17,8,February,2,1:27 AM,yes,05793
Atlanta,USA,Washington DC,USA,223,327,1,0,January,19,0:18 AM,no,07098
Naples,Italy,Mar Del Plata,Argentina,2243,2676,10,5,January,16,3:60 PM,yes,06979
Nagasaki,Japan,Sao Paulo,Brazil,5448,6450,13,12,January,18,4:19 AM,yes,08422
Shanghai,China,Dublin,Ireland,2613,7264,22,7,November,16,3:09 PM,yes,00251
Kyiv,Ukraine,Dubai,United Arab Emirates,219,1206,2,1,June,11,4:35 AM,yes,03016
Lima,Peru,Minsk,Belarus,2885,6359,18,8,June,11,7:19 AM,yes,00195
Glasgow,Scotland,Baghdad,Iraq,594,688,5,2,January,25,8:04 AM,yes,03544
Nice,France,Bogota,Colombia,1648,10430,22,7,August,25,0:48 PM,yes,06093
Panama City,Panama,Okinawa,Japan,3678,6089,16,14,September,27,0:04 AM,yes,08696
Medellin,Colombia,Madeira,Portugal,1219,6345,15,6,February,11,6:43 PM,yes,06057
New York,USA,Cape Town,South Africa,2785,11987,10,6,September,7,8:13 PM,yes,01732
Nagasaki,Japan,Zanzibar,Tanzania,2996,7098,9,6,July,14,10:48 PM,yes,06362
Naples,Italy,Abuja,Nigeria,118,1865,2,1,October,12,9:43 PM,yes,05639
Milan,Italy,New York,USA,1258,8476,14,6,August,29,0:58 PM,yes,09690
Beijing,China,Havana,Cuba,3003,8406,25,12,December,29,2:44 AM,yes,02431
San Fransisco,USA,Brussels,Belgium,4140,7160,22,9,March,19,6:15 AM,yes,06174
Cairo,Egypt,St. Tropez,France,198,218,2,0,January,10,2:10 PM,yes,00278
Valencia,Spain,Stockholm,Sweden,209,356,3,0,December,4,10:12 PM,yes,00833
Moscow,Russia,Santorini,Greece,306,185,3,0,July,12,6:35 PM,yes,00992
Mar Del Plata,Argentina,Prague,Chzechia,2073,5836,9,5,November,28,0:55 PM,yes,05847
Medellin,Colombia,Stockholm,Sweden,2677,11237,15,7,April,16,3:02 AM,yes,03865
Juneau,USA,Abuja,Nigeria,3910,8477,26,9,February,1,5:59 AM,yes,02036
Las Vegas,USA,Amsterdam,Netherlands,3051,11692,17,9,October,12,10:45 PM,yes,02848
Dallas,USA,Bergen,Norway,1983,11519,14,7,July,4,6:50 AM,yes,00632
Budapest,Hungary,Bonn,Germany,263,251,2,0,February,26,7:50 AM,yes,02844
Kyiv,Ukraine,Reykjavik,Iceland,594,257,6,3,August,7,5:33 AM,yes,01481
Melbourne,Australia,Zurich,Switzerland,3120,10536,27,8,January,19,9:01 AM,yes,03236
Athens,Greece,Bangkok,Thailand,887,5997,4,4,December,8,10:24 PM,yes,04750
Mexico City,Mexico,Budapest,Hungary,2960,11480,25,8,November,23,9:55 PM,yes,04904
Oporto,Portugal,Dubai,United Arab Emirates,626,1293,5,3,March,19,8:43 AM,yes,02535
Charleston,USA,Valencia,Spain,1505,9656,13,6,June,5,1:55 AM,yes,07465
Paris,France,Las Vegas,USA,2333,10953,27,9,April,0,12:25 AM,yes,00534
Bogota,Colombia,Caracas,Venezuela,230,1998,3,1,October,7,8:51 PM,yes,01657
Santorini,Greece,Rome,Italy,160,1616,1,1,February,27,8:32 AM,yes,05357
Sao Paulo,Brazil,Washington DC,USA,102,985,2,1,March,3,11:00 AM,yes,07792
Abuja,Nigeria,Reykjavik,Iceland,356,976,1,1,December,3,5:58 PM,yes,06071
Bogota,Colombia,Santiago,Chile,74,780,2,1,August,25,3:27 AM,yes,01450
Charleston,USA,Budapest,Hungary,1456,10484,9,6,August,17,12:01 PM,yes,07942
Istanbul,Turkyie,Athens,Greece,304,411,2,0,May,19,8:38 AM,yes,08852
Bonn,Germany,Sydney,Australia,3511,6384,25,8,October,12,9:08 PM,yes,04797
Nagasaki,Japan,Edinburgh,Scotland,2918,6662,28,8,June,24,3:37 PM,yes,00847
Buenos Aires,Argentina,Sevilla,Spain,1952,2831,8,5,April,21,1:48 PM,yes,08822
Berlin,Germany,Stockholm,Sweden,297,279,1,0,September,13,6:19 AM,yes,09495
Beijing,China,Athens,Greece,1093,2362,14,5,May,19,5:05 AM,yes,02728
Los Angeles,USA,Okinawa,Japan,343,1916,3,1,May,16,11:45 PM,yes,03490
Sao Paulo,Brazil,Quebec,Canada,378,954,1,1,September,8,4:53 AM,yes,00431
Dubai,United Arab Emirates,Budapest,Hungary,737,1155,5,2,May,24,9:53 PM,yes,00787
Taipei,Taiwan,Cape Town,South Africa,1218,11261,15,6,April,15,10:14 AM,yes,00363
Miami,USA,Kansas City,USA,278,407,3,1,February,23,5:58 AM,no,01018
Gainesville,USA,Sevilla,Spain,1210,7279,9,6,October,17,12:29 PM,yes,01209
Paris,France,Bergen,Norway,350,449,2,0,December,10,5:52 AM,yes,01430
Edinburgh,Scotland,Bangkok,Thailand,1545,6107,9,6,March,19,7:38 AM,yes,03794
Zanzibar,Tanzania,Cairo,Egypt,364,1032,2,1,August,19,2:53 PM,yes,00410
Oslo,Norway,Tampa,USA,2727,7978,8,6,November,25,12:24 AM,yes,03965
Charleston,USA,New Dehli,India,1951,8902,28,9,April,9,11:07 PM,yes,04173
Milan,Italy,Kyiv,Ukraine,349,1765,1,1,October,16,12:51 AM,yes,04588
Beijing,China,London,England,1877,8674,17,7,April,17,6:42 PM,yes,05694
Zurich,Switzerland,Atlanta,USA,2424,7723,12,6,April,19,5:49 PM,yes,02005
San Juan,Puerto Rico,Montevideo,Uruguay,214,1395,1,1,January,28,11:30 AM,yes,02750
Frankfurt,Germany,Cairo,Egypt,209,138,2,0,June,7,3:10 AM,yes,00808
Shanghai,China,Amsterdam,Netherlands,2517,9088,12,6,May,28,10:55 PM,yes,08964
Miami,USA,Beijing,China,5319,6655,15,12,December,6,11:12 AM,yes,02356
Jerusalem,Israel,Madrid,Spain,72,1453,3,1,September,18,8:15 PM,yes,05274
Reykjavik,Iceland,Dubai,United Arab Emirates,1321,2691,7,4,October,6,9:19 PM,yes,03876
Chicago,USA,Shanghai,China,3327,11522,23,13,October,9,8:04 AM,yes,00049
Zurich,Switzerland,Austin,USA,3048,7240,19,7,April,13,1:52 PM,yes,01425
New York,USA,St. Petersburg,Russia,2365,8294,27,7,February,2,9:34 AM,yes,02244
Gainesville,USA,Frankfurt,Germany,2662,7146,16,6,April,3,3:26 PM,yes,04777
New York,USA,Bogota,Colombia,212,1704,3,1,April,7,5:10 PM,yes,03404
Dublin,Ireland,Brussels,Belgium,203,115,2,1,April,4,12:19 PM,yes,02565
Budapest,Hungary,Glasgow,Scotland,51,525,3,1,May,11,5:21 AM,yes,03811
Houston,USA,Rome,Italy,1931,7660,17,7,November,28,1:20 PM,yes,04435
Beijing,China,New Dehli,India,1170,762,6,3,April,21,11:24 AM,yes,00525
New Dehli,India,Toronto,Canada,2982,6478,16,9,September,1,7:45 AM,yes,05452
Medellin,Colombia,Gainesville,USA,273,105,3,1,April,17,3:26 PM,yes,01400
Minsk,Belarus,San Juan,Puerto Rico,2093,8524,17,7,August,22,0:01 AM,yes,01369
Ibiza,Spain,St. Petersburg,Russia,377,1799,3,1,August,16,0:25 PM,yes,09702
Rome,Italy,Madeira,Portugal,299,456,3,1,September,17,6:11 AM,yes,05668
Montevideo,Uruguay,Hong Kong,China,2590,11587,13,11,February,22,0:06 PM,yes,02837
Glasgow,Scotland,Nice,France,372,149,3,1,April,5,8:15 AM,yes,07077
Milan,Italy,Brussels,Belgium,399,484,2,0,December,28,11:44 PM,yes,04450
Baghdad,Iraq,Mexico City,Mexico,2914,8038,18,9,December,27,7:26 PM,yes,05740
Nairobi,Kenya,Medellin,Colombia,2286,11226,14,8,January,3,4:53 PM,yes,07148
Austin,USA,Mexico City,Mexico,199,758,2,1,December,20,10:49 AM,yes,01625
Abuja,Nigeria,Tokyo,Japan,2632,8522,11,8,October,9,12:02 PM,yes,02152
Miami,USA,Santorini,Greece,1993,7877,14,7,December,27,7:41 PM,yes,00115
Edinburgh,Scotland,Paris,France,365,1425,1,1,December,10,2:50 PM,yes,04425
Naples,Italy,Sydney,Australia,2905,10592,12,8,December,1,3:18 PM,yes,06100
Lisbon,Portugal,Vienna,Austria,362,1300,1,1,September,28,10:28 AM,yes,05174
Honolulu,USA,Paris,France,4276,7287,21,12,April,7,2:12 AM,yes,02398
Havana,Cuba,Sydney,Australia,5391,6894,13,14,March,12,5:60 PM,yes,01194
Kansas City,USA,Brussels,Belgium,1439,6573,18,7,January,0,4:44 PM,yes,07876
Montevideo,Uruguay,Istanbul,Turkyie,2249,8624,12,6,July,6,7:48 AM,yes,01816
Sydney,Australia,Bonn,Germany,1614,9485,28,8,November,14,3:25 AM,yes,01101
Kyiv,Ukraine,Nagasaki,Japan,2318,6612,14,6,March,27,7:23 PM,yes,06464
Madrid,Spain,San Fransisco,USA,3332,9765,17,9,April,24,0:12 AM,yes,07314
Tokyo,Japan,Lima,Peru,3042,6352,20,14,December,3,2:03 AM,yes,00862
Mar Del Plata,Argentina,Lisbon,Portugal,1877,2596,6,4,August,8,12:26 AM,yes,03057
Madeira,Portugal,Washington DC,USA,2349,2452,14,5,May,3,1:13 AM,yes,08730
Lisbon,Portugal,Mexico City,Mexico,2417,8944,21,7,May,11,1:18 PM,yes,02483
Baghdad,Iraq,London,England,525,428,3,2,February,8,3:54 PM,yes,09421
Minsk,Belarus,Honolulu,USA,3604,9127,15,13,March,23,2:57 PM,yes,04255
Baghdad,Iraq,Brasilia,Brazil,2424,8250,9,6,March,23,2:53 PM,yes,03146
Sevilla,Spain,Tunis,Tunisia,251,770,2,1,December,10,6:09 PM,yes,02979
Marrakesh,Morocco,Los Angeles,USA,2684,8366,25,8,July,29,10:14 PM,yes,00410
Bangkok,Thailand,Mar Del Plata,Argentina,3960,8610,26,10,March,3,7:17 PM,yes,05937
New York,USA,Oporto,Portugal,2089,3992,13,5,August,17,0:58 PM,yes,04985
Prague,Chzechia,Los Angeles,USA,4151,11549,28,9,March,9,12:13 PM,yes,04878
St. Tropez,France,Havana,Cuba,1519,9519,8,6,September,4,2:16 PM,yes,04399
Caracas,Venezuela,Mar Del Plata,Argentina,78,930,1,1,August,19,10:54 PM,yes,00729
Bergen,Norway,Copenhagen,Denmark,88,377,1,0,April,10,9:04 PM,yes,03577
Montevideo,Uruguay,Edinburgh,Scotland,1525,2184,5,4,November,7,0:31 AM,yes,03200
Bogota,Colombia,Honolulu,USA,2373,2870,13,5,November,21,10:02 AM,yes,09411
Panama City,Panama,Istanbul,Turkyie,3749,8075,28,8,January,17,12:47 AM,yes,03112
Quito,Ecuador,Taipei,Taiwan,5717,7823,16,13,May,24,8:30 PM,yes,09552
Warsaw,Poland,Buenos Aires,Argentina,2288,2777,14,5,September,15,0:49 AM,yes,02823
Sao Paulo,Brazil,Panama City,Panama,268,181,2,2,March,13,10:20 AM,yes,02386
Santiago,Chile,Madeira,Portugal,2376,3464,14,5,April,11,9:49 PM,yes,07516
Madrid,Spain,Santiago,Chile,1592,8799,13,6,December,17,10:23 PM,yes,01065
Juneau,USA,Oslo,Norway,2728,6207,18,10,July,27,2:37 AM,yes,00878
Vienna,Austria,Lisbon,Portugal,304,1381,2,1,June,6,2:13 AM,yes,01922
Miami,USA,Stockholm,Sweden,2003,6247,11,6,February,29,12:16 PM,yes,05268
New Dehli,India,Honolulu,USA,341,356,3,0,June,16,9:00 PM,yes,04473
Edinburgh,Scotland,Shanghai,China,3136,8283,12,7,May,19,9:56 PM,yes,08147
Honolulu,USA,Jerusalem,Israel,2872,6975,18,13,November,26,0:06 AM,yes,04470
Istanbul,Turkyie,Helsinki,Finland,251,385,3,0,December,14,12:36 PM,yes,03064
Mexico City,Mexico,Dublin,Ireland,1905,7231,18,7,September,18,0:55 AM,yes,06286
Oporto,Portugal,Brussels,Belgium,240,219,2,1,April,28,12:02 AM,yes,00303
Melbourne,Australia,Beijing,China,594,596,5,2,September,0,8:20 PM,yes,00800
Austin,USA,Hong Kong,China,5394,8298,20,13,June,8,9:60 AM,yes,00346
Houston,USA,Helsinki,Finland,2908,11442,11,8,March,12,0:12 AM,yes,08702
Madeira,Portugal,Berlin,Germany,227,233,2,1,November,15,0:38 PM,yes,02947
Toronto,Canada,Austin,USA,384,1215,1,1,January,13,9:16 AM,yes,08078
